url,title,channel,video_name,day,month,year,category,content
https://www.youtube.com/watch?v=A9DRyzc-ftk,Por que Alckmin quer fechar escolas em São Paulo?,TV Estadão,16,26,11,2015,journal,politics
https://www.youtube.com/watch?v=zRTNCHbVY4s,A origem do Estado Islâmico,TV Estadão,5,26,11,2015,journal,history
https://www.youtube.com/watch?v=X4GsJFBAkHg,O acervo esquecido de Santos-Dumont,TV Estadão,17,26,11,2015,journal,history
https://www.youtube.com/watch?v=_dmWn8-Uu9A,Economia de Água e Energia Elétrica,TV Escola,18,26,11,2015,journal,economy
https://www.youtube.com/watch?v=d7zo6wgCVa8,Aproveitamento da Água da Chuva,TV Escola,6,26,11,2015,journal,nature
https://www.youtube.com/watch?v=d5NqFs_Zkdo,Mudanças de Hábitos,TV Escola,21,26,11,2015,journal,nature
https://www.youtube.com/watch?v=OnO3URwyAqo,"Água, Consumo Consciente",TV Escola,4,26,11,2015,journal,nature
https://www.youtube.com/watch?v=NtPFpa-a8zM,5 Dicas para Economizar Água,TV Escola,1,26,11,2015,journal,economy
https://www.youtube.com/watch?v=8wi8v5IFN-4,Discussões de Internet | Nerdologia 109,Nerdologia,3,26,11,2015,nerd,documentary
http://g1.globo.com/videos/t/todos-os-videos/v/papa-francisco-celebra-missa-para-milhares-de-pessoas-em-nairobi-no-quenia/4634973/,"Papa Francisco celebra missa para milhares de pessoas em Nairóbi, no Quênia",G1 em 1 minuto,20,26,11,2015,journal,religion
http://globoplay.globo.com/v/4635228/,"Com um mês de vida, Helena faz reabilitação para tratar a microcefalia",Bem Estar,7,26,11,2015,journal,health
http://globoplay.globo.com/v/4635209/,Gestante faz exame do líquido amniótico e descobre que foi contaminada pelo Zika Vírus,Bem Estar,9,26,11,2015,journal,health
http://globoplay.globo.com/v/4635226/,Entenda de onde veio o Zika Vírus,Bem Estar,8,26,11,2015,journal,health
http://globoplay.globo.com/v/4634935/,Gravação mostra discussão de um plano de fuga para Nestor Cerveró,Bom dia Brasil,10,26,11,2015,journal,politics
http://globoplay.globo.com/v/4634875/,Senado decide manter Delcídio do Amaral preso,Bom dia Brasil,11,26,11,2015,journal,politics
http://globoplay.globo.com/v/4634866/,STF nega qualquer influência de Delcídio para tentar livrar Nestor Cerveró,Bom dia Brasil,12,26,11,2015,journal,politics
http://www.foxsports.com.br/videos/574716483755-clima-quente-na-vila-simon-analisa-polemicas-de-santos-x-palmeiras-veja,Clima quente na Vila! Simon analisa polêmicas de Santos x Palmeiras. Veja!,Fox Sports,13,26,11,2015,sports,sports
http://www.foxsports.com.br/videos/574707779580-tiazinha-vidente-acerta-placar-da-1%C2%AA-partida-da-decisao-e-frustra-palmeirenses,Tiazinha vidente' acerta placar da 1ª partida da decisão e frustra palmeirenses,Fox Sports,14,26,11,2015,sports,sports
http://www.foxsports.com.br/videos/574702147972-de-olho-na-decisao-dorival-diz-que-poupara-titulares-contra-o-vasco,"De olho na decisão, Dorival diz que poupará titulares contra o Vasco",Fox Sports,23,26,11,2015,sports,sports
http://www.foxsports.com.br/videos/574522947764-melhores-momentos-de-santos-1-x-0-palmeiras-pela-final-da-copa-do-brasil,Melhores momentos de Santos 1 x 0 Palmeiras pela final da Copa do Brasil,Fox Sports,24,26,11,2015,sports,sports
http://globoplay.globo.com/v/4634684/,Ricardo Oliveira reclama agressão de Jackson em Santos x Palmeiras,Globo Esporte,26,26,11,2015,journal,sports
http://g1.globo.com/pb/paraiba/bom-dia-pb/videos/t/edicoes/v/encontro-da-musica-nacional-de-raiz-acontece-em-campina-grande/4635164/,Encontro da Música Nacional de Raiz acontece em Campina Grande,Bom dia PB,25,26,11,2015,journal,funny
http://g1.globo.com/pb/paraiba/bom-dia-pb/videos/t/edicoes/v/cerca-de-300-mil-paraibanos-estao-com-contas-de-energia-atrasadas/4635183/,Cerca de 300 mil paraibanos estão com contas de energia atrasadas,Bom dia PB,15,26,11,2015,journal,economy
http://g1.globo.com/pb/paraiba/bom-dia-pb/videos/t/edicoes/v/adolescente-e-apreendida-com-10kg-de-maconha-em-cabedelo/4635182/,Adolescente é apreendida com 10kg de maconha em Cabedelo,Bom dia PB,2,26,11,2015,journal,police
http://g1.globo.com/pb/paraiba/bom-dia-pb/videos/t/edicoes/v/veja-dicas-para-fazer-compras-vantajosas-durante-a-black-friday/4635184/,Veja dicas para fazer compras vantajosas durante a Black Friday,Bom dia PB,22,26,11,2015,journal,economy
http://g1.globo.com/pb/paraiba/bom-dia-pb/videos/t/edicoes/v/calor-tem-influenciado-floracao-dos-ipes-em-campina-grande-e-joao-pessoa/4635127/,Calor tem influenciado floração dos ipês em Campina Grande e João Pessoa,Bom dia PB,28,26,11,2015,journal,nature
http://g1.globo.com/pb/paraiba/bom-dia-pb/videos/t/edicoes/v/acoes-de-conscientizacao-tem-ajudado-a-dimimuir-os-casos-de-dengue-em-jp/4635147/,Ações de conscientização têm ajudado a dimimuir os casos de dengue em JP,Bom dia PB,27,26,11,2015,journal,health
https://www.youtube.com/watch?v=A9DRyzc-ftk,Por que Alckmin quer fechar escolas em São Paulo?,TV Estadão,16,26,11,2015,journal,politics
https://www.youtube.com/watch?v=X4GsJFBAkHg,O acervo esquecido de Santos-Dumont,TV Estadão,17,26,11,2015,journal,history
https://www.youtube.com/watch?v=_dmWn8-Uu9A,Economia de Água e Energia Elétrica,TV Escola,18,26,11,2015,journal,economy
https://www.youtube.com/watch?v=d7zo6wgCVa8,Aproveitamento da Água da Chuva,TV Escola,6,26,11,2015,journal,nature
https://www.youtube.com/watch?v=d5NqFs_Zkdo,Mudanças de Hábitos,TV Escola,21,26,11,2015,journal,nature
https://www.youtube.com/watch?v=OnO3URwyAqo,"Água, Consumo Consciente",TV Escola,4,26,11,2015,journal,nature
https://www.youtube.com/watch?v=NtPFpa-a8zM,5 Dicas para Economizar Água,TV Escola,1,26,11,2015,journal,nature
http://g1.globo.com/videos/t/todos-os-videos/v/papa-francisco-celebra-missa-para-milhares-de-pessoas-em-nairobi-no-quenia/4634973/,"Papa Francisco celebra missa para milhares de pessoas em Nairóbi, no Quênia",G1 em 1 minuto,20,26,11,2015,journal,religion
http://globoplay.globo.com/v/4635228/,"Com um mês de vida, Helena faz reabilitação para tratar a microcefalia",Bem Estar,7,26,11,2015,journal,health
http://globoplay.globo.com/v/4635209/,Gestante faz exame do líquido amniótico e descobre que foi contaminada pelo Zika Vírus,Bem Estar,9,26,11,2015,journal,health
http://globoplay.globo.com/v/4635226/,Entenda de onde veio o Zika Vírus,Bem Estar,8,26,11,2015,journal,health
